snum,trial,tname,tvalue,tsuit,tpos,cname,cvalue,csuit,cpos,cf,right,rt,trans,control,visd,visc,memd,memc,lik,free,influence,nlonger,nlongest,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card1f,card2f,card3f,card4f,card5f,card6f,card7f,card8f,card9f,card10f,card11f,card12f,card13f,card14f,card15f,card16f,card17f,card18f,card19f,card20f,card21f,card22f,card23f,card24f,card25f,card26f,card27f,card28f,card29f,card30f,card31f,card32f,card33f,card34f,card35f,card36f,card37f,card38f,card39f,card40f,card41f,card42f,card43f,card44f,card45f,card46f
39,22,6H,6,2,10,KH,13,2,27,2,0,4095,4,80,1.323,-0.064,0.464,0.325,0.59,0,1,1,1,2,31,14,4,48,49,0,22,8,45,30,51,6,40,5,38,27,15,33,18,35,41,3,21,47,19,25,9,24,23,29,7,10,43,16,12,46,11,32,42,36,20,17,26,28,50,1,1,1,1,1,1,1,1,1,1,6,2,3,7,2,4,5,3,4,13,6,5,7,7,3,2,2,5,6,4,6,4,2,3,5,7,1,1,1,1,1,1,1,1,1,1
39,23,KS,13,1,14,4D,4,4,43,1,0,2685,4,80,1.072,0.193,0.611,0.148,0.583,0,1,1,1,26,31,10,21,13,19,45,23,11,24,25,18,40,17,35,2,36,20,33,22,29,43,47,12,32,28,49,41,3,46,1,37,50,9,15,34,30,5,16,39,4,7,42,8,51,48,1,1,1,1,1,1,1,1,1,1,6,2,2,6,3,4,5,5,3,2,7,4,7,13,2,5,3,4,7,6,4,5,7,2,6,3,1,1,1,1,1,1,1,1,1,1
39,24,4H,4,2,16,4D,4,4,NA,NA,1,2297,4,80,1.058,0.327,0.43,0.404,0.472,0,1,1,1,21,0,38,34,19,29,30,49,27,28,31,46,9,12,32,8,33,39,43,23,11,25,3,18,2,16,40,14,4,45,17,10,7,6,47,13,26,5,15,48,41,36,37,50,1,35,1,1,1,1,1,1,1,1,1,1,4,3,3,3,6,7,5,6,2,4,7,2,5,4,2,13,2,2,6,6,4,7,5,7,3,5,1,1,1,1,1,1,1,1,1,1
39,25,8H,8,2,11,KC,13,3,42,1,0,7405,4,80,1.218,0.114,0.846,0.294,0.552,0,1,1,1,21,8,23,37,5,45,15,31,22,9,24,16,35,51,32,29,47,49,0,42,20,13,39,14,17,26,10,30,7,19,3,11,40,43,4,41,33,25,2,12,28,38,44,50,34,18,1,1,1,1,1,1,1,1,1,1,6,4,3,5,3,2,5,2,7,4,13,2,3,4,2,7,6,3,2,4,7,7,6,5,6,5,1,1,1,1,1,1,1,1,1,1
39,26,2D,2,4,22,JS,11,1,17,7,0,6531,4,80,1.309,0.23,0.584,0.064,0.406,0,1,1,1,21,9,22,1,24,32,7,20,6,3,30,13,45,48,17,0,10,44,5,4,38,2,23,16,51,49,19,46,18,8,26,40,25,47,39,33,35,11,29,28,12,31,43,41,34,50,1,1,1,1,1,1,1,1,1,1,7,4,5,5,6,2,7,2,3,6,4,5,2,3,6,4,3,2,7,4,3,13,5,2,6,7,1,1,1,1,1,1,1,1,1,1
39,27,5C,5,3,20,AD,1,4,39,1,0,3358,4,80,1.318,0.139,0.544,0.272,0.378,0,1,1,1,21,9,18,27,40,37,48,12,6,24,5,13,1,23,33,43,20,34,0,51,19,25,45,32,38,3,7,41,28,30,44,31,2,36,42,14,17,26,39,11,46,10,16,8,35,49,1,1,1,1,1,1,1,1,1,1,5,6,5,3,2,7,7,3,6,6,2,3,4,4,7,2,4,2,5,13,4,7,6,5,2,3,1,1,1,1,1,1,1,1,1,1
39,28,JS,11,1,20,AC,1,3,21,6,0,2344,4,80,1.253,0.242,0.821,-0.032,0.642,0,1,1,1,28,40,35,21,27,8,20,44,45,24,2,49,50,25,41,5,29,22,23,15,26,0,37,12,38,48,6,42,1,10,43,4,11,14,13,30,51,18,33,3,31,16,47,17,32,39,1,1,1,1,1,1,1,1,1,1,5,5,2,2,6,7,5,7,4,7,6,3,4,3,4,6,3,2,2,13,7,3,5,6,4,2,1,1,1,1,1,1,1,1,1,1
40,1,JS,11,1,10,4H,4,2,28,7,0,12307,4,102,1.253,0.242,0.821,-0.032,0.642,0,1,0,0,17,38,8,22,31,32,7,6,35,2,33,48,0,34,44,42,20,40,24,10,51,3,12,14,28,29,18,16,23,5,50,26,43,25,21,11,1,46,15,45,41,47,37,19,30,27,1,1,1,1,1,1,1,1,1,1,7,2,4,3,2,6,5,3,4,13,3,2,4,5,6,2,5,7,5,2,6,3,6,4,7,7,1,1,1,1,1,1,1,1,1,1
40,2,9D,9,4,6,9D,9,4,16,13,1,7499,4,102,1.077,0.262,0.676,0.362,0.424,0,1,0,0,12,6,45,39,25,11,9,31,36,14,32,40,5,41,3,47,23,35,16,50,34,26,1,37,49,0,30,2,29,33,13,48,24,38,44,10,7,42,27,15,4,17,51,28,8,46,1,1,1,1,1,1,1,1,1,1,2,3,4,6,5,13,2,4,6,3,5,6,7,7,2,5,2,4,5,3,7,4,3,6,2,7,1,1,1,1,1,1,1,1,1,1
40,3,AC,1,3,7,10H,10,2,16,6,0,7544,4,102,1.354,0.21,0.974,0.004,0.573,0,1,0,0,35,33,28,16,49,13,50,24,31,44,37,34,2,15,21,22,26,43,20,51,10,40,38,46,32,7,8,25,4,41,3,30,36,27,9,47,23,18,12,14,6,1,42,17,19,11,1,1,1,1,1,1,1,1,1,1,4,7,3,5,2,6,13,3,6,6,7,4,3,6,2,2,2,4,7,5,4,3,7,5,5,2,1,1,1,1,1,1,1,1,1,1
40,4,5H,5,2,21,JC,11,3,12,6,0,5907,4,102,1.377,0.086,0.756,0.382,0.552,0,1,0,0,35,45,8,34,33,25,10,42,50,27,19,36,5,14,1,23,51,37,0,32,28,40,48,49,20,18,16,39,6,12,17,7,11,3,9,26,44,46,13,41,29,47,21,15,38,2,1,1,1,1,1,1,1,1,1,1,3,6,7,3,2,3,4,4,6,5,3,6,5,7,4,7,2,2,5,2,13,5,4,7,6,2,1,1,1,1,1,1,1,1,1,1
40,5,QS,12,1,14,KS,13,1,29,6,0,8707,4,102,1.148,0.256,0.54,0.106,0.597,0,1,0,0,7,13,45,19,39,28,51,27,20,16,33,48,5,25,46,31,47,4,32,1,17,18,30,11,3,15,0,22,12,40,9,43,38,35,26,8,34,6,50,24,2,23,49,44,36,10,1,1,1,1,1,1,1,1,1,1,2,7,4,6,7,6,2,3,5,4,2,3,5,13,7,3,2,7,6,5,5,4,6,3,2,4,1,1,1,1,1,1,1,1,1,1
40,6,KD,13,4,14,2H,2,2,17,7,0,5297,4,102,1.358,0.1,0.784,-0.002,0.5,0,1,0,0,1,27,45,0,4,48,38,24,11,34,29,15,35,8,28,20,14,3,18,21,13,32,26,51,23,9,5,17,50,41,39,37,36,46,7,42,19,6,30,49,40,10,12,2,16,47,1,1,1,1,1,1,1,1,1,1,3,2,5,2,4,7,7,5,4,2,6,6,3,13,4,4,7,7,5,6,3,2,5,6,3,2,1,1,1,1,1,1,1,1,1,1
40,7,7H,7,2,6,9C,9,3,11,4,0,5627,4,102,1.518,0.21,0.475,0.293,0.483,0,1,0,0,4,38,41,29,50,36,14,46,2,33,34,27,6,9,18,19,28,48,1,21,40,51,42,10,47,20,44,43,35,22,31,7,11,8,24,26,37,5,23,30,39,3,16,49,25,13,1,1,1,1,1,1,1,1,1,1,4,5,6,3,2,13,3,3,5,7,6,6,2,4,4,6,3,7,2,2,4,5,7,2,5,7,1,1,1,1,1,1,1,1,1,1
40,8,5S,5,1,15,QS,12,1,27,6,0,9427,4,102,1.106,0.277,0.396,0.156,0.476,0,1,0,0,20,36,22,18,31,38,2,10,8,49,25,27,48,5,14,37,7,28,12,23,50,39,42,44,4,1,11,9,45,51,41,43,6,29,24,16,13,46,47,35,21,0,26,33,3,17,1,1,1,1,1,1,1,1,1,1,3,7,3,4,3,2,5,5,6,6,2,4,2,7,13,5,6,7,2,4,3,5,6,2,4,7,1,1,1,1,1,1,1,1,1,1
40,9,8H,8,2,21,4H,4,2,23,6,0,5909,4,102,1.218,0.114,0.846,0.294,0.552,0,1,0,0,32,5,51,28,15,30,39,41,36,7,21,27,40,37,3,49,0,6,23,26,35,25,16,19,11,34,1,50,4,14,20,29,44,9,8,10,18,38,24,13,45,43,48,42,33,17,1,1,1,1,1,1,1,1,1,1,2,5,7,7,3,3,5,4,2,5,4,7,6,4,2,2,6,3,3,6,13,6,2,4,5,7,1,1,1,1,1,1,1,1,1,1
40,10,7S,7,1,11,6H,6,2,NA,NA,0,4358,4,102,1.146,0.242,0.602,0.542,0.51,0,1,0,0,24,25,3,23,49,11,15,7,4,26,21,33,45,40,48,31,1,10,50,37,6,0,16,41,42,22,44,17,47,19,8,27,12,34,43,51,13,5,14,20,28,38,35,9,39,36,1,1,1,1,1,1,1,1,1,1,5,2,3,6,4,5,4,3,7,2,13,4,3,2,6,7,7,5,6,4,5,3,7,2,2,6,1,1,1,1,1,1,1,1,1,1
40,11,6H,6,2,15,AH,1,2,46,1,0,7244,4,102,1.323,-0.064,0.464,0.325,0.59,0,1,0,0,46,15,25,2,20,4,10,48,7,0,1,19,43,17,47,3,35,14,6,38,37,39,5,22,18,27,28,8,40,41,23,29,30,51,16,21,42,45,50,11,31,33,49,34,26,13,1,1,1,1,1,1,1,1,1,1,3,7,2,6,7,5,3,6,4,2,5,2,4,3,13,5,2,4,4,3,2,7,5,6,7,6,1,1,1,1,1,1,1,1,1,1
40,12,2C,2,3,18,10D,10,4,7,1,0,5603,4,102,1.394,0.15,0.705,0.078,0.49,0,1,0,0,16,18,2,19,28,0,48,42,36,30,9,8,32,50,41,35,6,21,39,34,11,22,24,45,46,40,44,27,47,17,20,49,26,4,3,13,15,43,5,14,37,23,10,29,31,25,1,1,1,1,1,1,1,1,1,1,3,5,2,7,4,3,6,4,5,5,6,7,4,2,2,6,3,13,5,2,2,7,4,6,3,7,1,1,1,1,1,1,1,1,1,1
40,13,8C,8,3,20,JD,11,4,6,1,0,7674,4,102,1.197,0.018,0.651,0.488,0.396,0,1,0,0,37,19,24,2,18,49,26,39,47,17,50,29,13,25,40,44,30,3,51,8,14,6,23,43,35,46,36,22,0,33,38,10,21,9,15,42,48,5,11,12,28,34,45,16,31,20,1,1,1,1,1,1,1,1,1,1,6,4,2,4,4,5,3,5,7,6,5,3,7,2,3,2,6,2,7,13,7,5,6,4,3,2,1,1,1,1,1,1,1,1,1,1
40,14,8D,8,4,15,2H,2,2,4,1,0,3827,4,102,1.027,0.046,0.775,0.188,0.42,0,1,0,0,19,50,25,14,7,22,6,34,30,12,0,33,17,11,13,8,43,47,44,23,29,41,35,21,46,24,27,51,3,45,40,9,28,49,10,1,48,32,16,18,26,4,36,39,38,15,1,1,1,1,1,1,1,1,1,1,3,7,6,3,4,5,4,2,7,2,2,6,3,5,13,3,7,7,6,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1
40,15,5D,5,4,19,5D,5,4,29,13,1,7349,4,102,1.052,0.203,0.73,0.316,0.368,0,1,0,0,21,27,42,34,22,50,49,14,9,41,28,33,16,8,2,47,11,7,18,3,32,1,0,44,5,30,38,48,43,26,15,35,6,4,31,13,40,39,36,46,23,45,29,24,37,12,1,1,1,1,1,1,1,1,1,1,7,4,6,6,2,7,2,5,2,6,3,5,3,3,4,5,4,7,13,5,2,3,6,4,2,7,1,1,1,1,1,1,1,1,1,1
40,16,4H,4,2,13,QH,12,2,25,5,0,6850,4,102,1.058,0.327,0.43,0.404,0.472,0,1,0,0,6,28,45,35,48,3,9,27,19,23,40,44,43,49,34,38,26,10,32,30,2,50,16,25,24,11,47,46,0,41,36,7,1,33,22,8,37,15,20,31,39,14,51,18,29,4,1,1,1,1,1,1,1,1,1,1,7,6,6,3,3,2,5,7,4,2,5,4,13,2,5,5,2,4,7,2,4,6,3,3,7,6,1,1,1,1,1,1,1,1,1,1
40,17,2D,2,4,8,KC,13,3,11,6,0,4707,4,102,1.309,0.23,0.584,0.064,0.406,0,1,0,0,23,37,4,42,29,15,45,44,12,13,38,2,21,41,24,17,8,40,27,36,31,43,39,1,11,5,30,18,3,10,33,50,48,47,49,7,22,0,16,25,19,46,35,34,51,32,1,1,1,1,1,1,1,1,1,1,6,2,7,5,2,4,3,13,3,5,6,4,5,7,4,6,3,5,2,3,7,7,2,6,4,2,1,1,1,1,1,1,1,1,1,1
40,18,2H,2,2,9,2D,2,4,NA,NA,1,4374,4,102,1.292,0.21,0.606,0.152,0.663,0,1,0,0,2,18,28,27,45,5,11,48,35,16,39,31,25,17,42,0,29,46,14,26,21,49,41,33,7,9,1,10,12,20,15,34,37,22,19,8,4,51,36,43,13,30,32,38,50,24,1,1,1,1,1,1,1,1,1,1,4,2,5,2,3,6,3,7,13,3,4,5,7,2,7,2,5,5,7,6,6,3,6,2,4,4,1,1,1,1,1,1,1,1,1,1
40,19,3D,3,4,7,3D,3,4,17,13,1,4580,4,102,1.236,0.014,0.53,0.142,0.378,0,1,0,0,8,14,49,31,39,27,43,50,21,23,4,46,2,26,6,18,41,48,34,5,30,12,19,25,42,7,33,37,1,32,16,22,36,3,29,28,35,38,17,11,51,9,47,40,45,44,1,1,1,1,1,1,1,1,1,1,7,6,5,2,3,4,13,4,5,6,2,2,5,4,4,3,2,3,6,7,5,7,3,6,2,7,1,1,1,1,1,1,1,1,1,1
40,20,9H,9,2,14,JH,11,2,11,5,0,4401,4,102,1.417,0.05,0.34,0.4,0.521,0,1,0,0,35,38,4,30,1,42,10,36,13,14,23,33,26,29,17,3,25,41,2,48,16,27,12,21,50,15,28,46,39,18,5,6,24,19,11,9,45,37,0,43,31,34,20,49,32,7,1,1,1,1,1,1,1,1,1,1,5,2,7,7,6,4,4,2,2,3,5,6,3,13,7,3,4,2,5,6,2,5,7,3,4,6,1,1,1,1,1,1,1,1,1,1
40,21,3S,3,1,16,3C,3,3,NA,NA,1,4697,4,102,1.137,0.355,0.795,0.35,0.479,0,1,0,0,47,5,21,37,36,29,49,46,9,6,34,4,12,22,40,48,35,16,24,27,44,23,39,30,43,2,32,20,19,18,31,42,25,51,13,14,0,41,15,45,26,17,38,10,3,1,1,1,1,1,1,1,1,1,1,1,6,3,4,5,2,2,6,3,3,7,4,5,4,7,2,13,6,2,2,6,7,3,4,7,5,5,1,1,1,1,1,1,1,1,1,1
40,22,7D,7,4,20,7D,7,4,30,13,1,5876,4,102,1.179,0.234,0.609,0.206,0.392,0,1,0,0,9,13,48,17,11,1,41,18,30,24,42,15,35,31,2,7,4,14,27,22,43,16,5,8,33,10,50,46,38,45,51,29,0,40,23,44,12,49,21,37,34,3,20,25,36,47,1,1,1,1,1,1,1,1,1,1,7,4,2,2,4,6,3,4,7,6,5,2,5,6,5,7,3,2,3,13,7,6,3,2,5,4,1,1,1,1,1,1,1,1,1,1
40,23,JD,11,4,12,3H,3,2,25,7,0,2827,4,102,1.287,0.174,0.815,0.004,0.493,0,1,0,0,13,6,21,27,10,45,12,7,34,32,9,35,17,41,16,14,0,11,40,51,4,49,3,1,15,36,44,18,33,48,38,22,28,19,31,25,47,42,26,29,30,46,20,43,2,39,1,1,1,1,1,1,1,1,1,1,2,3,4,3,6,5,5,4,6,2,7,13,3,5,7,4,5,7,2,2,6,6,7,2,3,4,1,1,1,1,1,1,1,1,1,1
40,24,5C,5,3,13,5C,5,3,23,13,1,4566,4,102,1.318,0.139,0.544,0.272,0.378,0,1,0,0,20,18,10,25,17,49,32,36,44,31,3,41,11,51,15,5,13,42,7,9,16,39,30,1,21,40,19,0,43,34,23,6,8,14,46,35,2,12,28,22,26,27,38,48,45,33,1,1,1,1,1,1,1,1,1,1,4,2,3,5,3,5,7,4,7,6,2,6,13,2,4,7,7,3,2,6,2,6,5,3,4,5,1,1,1,1,1,1,1,1,1,1
40,25,AD,1,4,20,AD,1,4,30,13,1,5792,4,102,1.267,0.184,0.871,0.12,0.503,0,1,0,0,23,4,18,17,24,29,0,46,35,37,7,9,30,19,6,32,5,38,48,21,2,47,31,51,11,1,41,50,14,39,8,40,36,25,43,22,33,16,12,49,15,20,26,44,10,28,1,1,1,1,1,1,1,1,1,1,3,6,7,4,5,7,4,2,2,5,2,3,6,5,6,4,3,2,7,13,6,7,4,2,3,5,1,1,1,1,1,1,1,1,1,1
40,26,KS,13,1,6,AS,1,1,27,5,0,6186,4,102,1.072,0.193,0.611,0.148,0.583,0,1,0,0,30,41,9,39,13,6,33,21,8,18,11,34,24,47,35,12,31,45,7,46,49,28,50,23,26,42,0,4,44,25,48,51,27,16,22,3,17,20,29,14,40,43,2,5,37,15,1,1,1,1,1,1,1,1,1,1,3,2,6,5,4,13,5,7,3,2,4,6,6,5,4,7,5,3,7,4,2,7,3,2,2,6,1,1,1,1,1,1,1,1,1,1
40,27,3C,3,3,13,3C,3,3,23,13,1,5699,4,102,1.202,0.026,0.821,0.24,0.424,0,1,0,0,0,22,18,43,8,7,31,27,11,24,26,29,49,39,16,20,40,35,12,5,44,14,28,6,37,32,21,23,15,48,17,42,47,50,19,13,41,46,4,38,45,51,10,33,36,30,1,1,1,1,1,1,1,1,1,1,2,6,5,2,4,7,7,4,3,5,6,3,13,2,2,6,3,3,7,7,6,4,4,5,2,5,1,1,1,1,1,1,1,1,1,1
40,28,2S,2,1,9,AD,1,4,33,5,0,3721,4,102,1.294,0.415,0.645,0.184,0.597,0,1,0,0,48,14,50,37,26,21,5,9,42,15,2,45,22,20,38,41,10,17,1,23,43,24,31,0,13,29,28,12,40,6,25,4,39,18,33,35,30,19,46,47,51,32,16,44,34,11,1,1,1,1,1,1,1,1,1,1,7,3,3,4,2,2,5,6,13,3,7,4,6,6,7,2,6,2,7,4,2,5,5,5,4,3,1,1,1,1,1,1,1,1,1,1
41,1,QS,12,1,10,KH,13,2,23,7,0,14603,5,91,1.148,0.256,0.54,0.106,0.597,1,0,1,1,41,3,31,15,8,50,30,13,17,46,48,39,20,14,44,19,0,2,6,11,26,45,25,22,4,33,1,29,47,24,10,16,34,35,36,51,40,23,9,27,21,7,28,42,5,38,1,1,1,1,1,1,1,1,1,1,4,5,4,2,7,3,2,3,6,13,5,2,7,6,5,2,7,6,4,6,3,4,2,5,3,7,1,1,1,1,1,1,1,1,1,1
41,2,3D,3,4,14,2S,2,1,27,7,0,12284,5,91,1.236,0.014,0.53,0.142,0.378,1,0,1,1,17,25,42,3,29,20,9,28,23,22,13,27,40,35,4,36,33,38,49,21,31,30,46,41,44,47,1,24,32,39,19,12,50,18,5,26,11,8,16,51,6,45,2,34,14,43,1,1,1,1,1,1,1,1,1,1,5,6,4,7,7,3,6,2,2,3,2,5,4,13,7,6,7,2,5,4,3,5,4,6,3,2,1,1,1,1,1,1,1,1,1,1
41,3,3S,3,1,7,AC,1,3,21,6,0,9686,5,91,1.137,0.355,0.795,0.35,0.479,1,0,1,1,47,21,7,46,33,11,30,3,44,35,40,14,48,18,22,17,2,37,25,12,26,16,15,39,32,34,41,9,13,0,51,50,24,31,23,5,29,45,38,20,27,4,43,42,6,8,1,1,1,1,1,1,1,1,1,1,4,5,3,2,7,6,13,2,4,4,6,7,5,6,2,4,2,3,7,2,6,5,3,3,5,7,1,1,1,1,1,1,1,1,1,1
41,4,5D,5,4,9,5D,5,4,19,13,1,4911,5,91,1.052,0.203,0.73,0.316,0.368,1,0,1,1,9,10,27,15,18,49,39,4,26,36,19,11,29,20,6,32,8,45,43,22,41,42,1,31,30,40,37,25,35,33,46,34,48,24,51,5,7,47,44,2,21,16,13,0,23,14,1,1,1,1,1,1,1,1,1,1,4,6,7,3,3,5,2,2,13,5,4,4,6,2,2,3,6,7,6,2,5,7,7,4,5,3,1,1,1,1,1,1,1,1,1,1
41,5,KD,13,4,6,10D,10,4,21,4,0,8239,5,91,1.358,0.1,0.784,-0.002,0.5,1,0,1,1,45,0,13,43,8,34,7,4,2,27,35,10,21,32,30,51,29,19,49,46,48,40,24,39,28,47,23,31,33,1,36,37,3,44,22,12,50,20,11,41,9,5,17,14,15,38,1,1,1,1,1,1,1,1,1,1,2,4,3,6,5,13,7,7,5,5,4,2,3,6,2,6,2,5,4,6,3,3,4,7,2,7,1,1,1,1,1,1,1,1,1,1
41,6,4H,4,2,22,4S,4,1,9,1,0,5944,5,91,1.058,0.327,0.43,0.404,0.472,1,0,1,1,49,19,14,36,28,30,8,0,3,37,34,29,11,35,40,6,20,44,5,32,22,13,21,50,15,23,24,38,51,27,31,16,2,7,25,39,12,43,41,10,48,9,33,17,45,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,6,3,7,5,5,2,7,4,2,3,3,4,4,5,7,6,6,13,5,2,6,7,1,1,1,1,1,1,1,1,1,1
41,7,5H,5,2,8,JH,11,2,42,1,0,13319,5,91,1.377,0.086,0.756,0.382,0.552,1,0,1,1,0,49,44,31,2,33,41,24,34,19,36,42,18,21,20,37,6,17,13,32,26,15,48,8,9,25,16,1,47,5,30,35,50,46,10,28,4,11,29,51,12,23,27,7,38,22,1,1,1,1,1,1,1,1,1,1,7,2,2,3,4,6,5,13,3,2,4,3,6,4,5,2,5,3,4,2,7,5,7,7,6,6,1,1,1,1,1,1,1,1,1,1
41,8,5C,5,3,19,5C,5,3,29,13,1,3828,5,91,1.318,0.139,0.544,0.272,0.378,1,0,1,1,39,10,51,27,25,11,23,7,48,42,45,40,0,32,17,12,49,3,41,35,28,46,19,29,8,24,33,2,30,26,31,37,1,38,22,43,16,14,6,36,18,15,20,47,44,34,1,1,1,1,1,1,1,1,1,1,7,5,3,2,2,6,7,3,4,7,5,4,6,3,5,6,4,2,13,2,3,7,4,6,5,2,1,1,1,1,1,1,1,1,1,1
41,9,6H,6,2,11,7D,7,4,26,7,0,3685,5,91,1.323,-0.064,0.464,0.325,0.59,1,0,1,1,40,24,41,22,51,21,2,4,9,13,7,1,31,11,50,32,10,16,28,14,18,42,0,17,48,45,29,8,43,49,34,37,27,26,3,12,20,30,6,5,35,39,25,23,47,38,1,1,1,1,1,1,1,1,1,1,2,4,5,3,3,4,2,5,7,6,13,5,7,2,3,7,2,6,4,7,2,6,4,6,5,3,1,1,1,1,1,1,1,1,1,1
41,10,8H,8,2,13,8S,8,1,10,1,0,5099,5,91,1.218,0.114,0.846,0.294,0.552,1,0,1,1,34,22,35,33,38,26,3,19,39,7,15,10,9,45,37,4,21,36,30,40,12,8,20,1,18,48,29,47,0,32,5,27,2,49,23,42,41,14,51,25,6,11,43,31,17,44,1,1,1,1,1,1,1,1,1,1,4,3,4,2,5,7,7,6,2,3,5,6,13,2,3,6,5,5,2,6,7,7,4,4,2,3,1,1,1,1,1,1,1,1,1,1
41,11,KS,13,1,21,9S,9,1,14,6,0,7060,5,91,1.072,0.193,0.611,0.148,0.583,1,0,1,1,33,24,29,31,49,19,36,1,35,43,16,40,4,8,7,3,27,5,44,39,22,23,37,42,18,2,34,46,45,13,12,15,50,17,32,0,14,26,48,28,11,21,41,30,47,20,1,1,1,1,1,1,1,1,1,1,3,4,5,6,2,3,4,2,7,6,5,5,2,3,7,2,7,4,3,6,13,5,7,6,4,2,1,1,1,1,1,1,1,1,1,1
41,12,5S,5,1,9,9D,9,4,NA,NA,0,2109,5,91,1.106,0.277,0.396,0.156,0.476,1,0,1,1,17,39,29,18,46,24,28,51,7,50,9,15,41,45,12,44,8,20,4,32,14,33,37,43,42,2,25,5,1,22,27,49,31,26,10,6,36,40,0,13,34,16,48,11,23,21,1,1,1,1,1,1,1,1,1,1,6,3,2,3,4,5,2,7,13,2,7,5,4,6,5,4,5,2,6,7,3,2,3,7,6,4,1,1,1,1,1,1,1,1,1,1
41,13,9H,9,2,9,AC,1,3,13,6,0,3142,5,91,1.417,0.05,0.34,0.4,0.521,1,0,1,1,29,18,20,25,4,48,9,6,24,1,35,33,26,3,12,19,30,49,21,8,46,0,39,36,45,5,27,43,50,42,40,10,23,44,32,16,7,28,11,22,13,15,2,14,17,41,1,1,1,1,1,1,1,1,1,1,3,7,6,3,2,4,2,5,13,4,5,5,3,7,7,5,4,2,3,2,2,6,4,7,6,6,1,1,1,1,1,1,1,1,1,1
41,14,9D,9,4,18,8D,8,4,11,4,0,4921,5,91,1.077,0.262,0.676,0.362,0.424,1,0,1,1,28,14,16,18,3,24,48,49,43,25,46,51,22,11,17,37,4,0,7,19,10,30,1,9,38,29,12,47,33,8,13,20,31,41,39,50,34,5,40,2,42,36,44,35,32,45,1,1,1,1,1,1,1,1,1,1,4,2,3,4,7,2,2,3,5,6,6,3,5,5,7,6,4,13,2,4,2,6,7,5,7,3,1,1,1,1,1,1,1,1,1,1
41,15,2D,2,4,19,9C,9,3,NA,NA,0,9484,5,91,1.309,0.23,0.584,0.064,0.406,1,0,1,1,13,37,18,23,33,7,47,45,50,22,39,51,6,20,8,10,11,19,5,29,43,28,31,36,42,30,1,17,40,9,35,49,32,24,25,27,15,48,38,2,41,16,0,21,46,4,1,1,1,1,1,1,1,1,1,1,7,6,6,4,7,3,5,3,6,3,2,4,7,4,2,2,5,5,13,2,6,2,5,7,3,4,1,1,1,1,1,1,1,1,1,1
41,16,AC,1,3,21,KH,13,2,25,2,0,6768,5,91,1.354,0.21,0.974,0.004,0.573,1,0,1,1,13,31,2,37,32,1,38,40,27,12,43,17,41,9,46,3,19,21,5,47,44,28,6,23,25,24,48,30,10,14,26,18,50,34,35,8,45,36,7,42,29,49,11,39,51,4,1,1,1,1,1,1,1,1,1,1,4,7,5,6,7,4,6,3,4,7,3,3,5,2,2,6,2,2,5,3,13,2,7,6,4,5,1,1,1,1,1,1,1,1,1,1
41,17,2H,2,2,22,2D,2,4,NA,NA,1,7956,5,91,1.292,0.21,0.606,0.152,0.663,1,0,1,1,20,51,22,17,11,35,8,37,2,16,44,25,10,26,19,28,36,21,45,47,3,32,31,30,48,24,43,49,9,7,0,14,46,12,41,23,33,29,50,34,1,15,13,42,27,38,1,1,1,1,1,1,1,1,1,1,2,4,2,4,4,6,5,6,4,3,7,3,5,6,7,3,3,2,7,2,5,13,5,2,7,6,1,1,1,1,1,1,1,1,1,1
41,18,8C,8,3,6,QD,12,4,32,7,0,4307,5,91,1.197,0.018,0.651,0.488,0.396,1,0,1,1,40,19,16,9,12,32,51,28,46,3,26,11,37,10,8,33,23,42,48,49,1,14,31,47,45,43,24,2,25,44,15,50,18,29,13,0,20,30,21,36,41,34,6,17,38,35,1,1,1,1,1,1,1,1,1,1,4,6,2,3,5,13,6,5,2,7,5,7,4,2,2,7,4,6,4,5,3,7,3,2,3,6,1,1,1,1,1,1,1,1,1,1
41,19,AD,1,4,8,7S,7,1,NA,NA,0,9509,5,91,1.267,0.184,0.871,0.12,0.503,1,0,1,1,38,11,14,9,3,23,50,40,17,8,30,43,46,41,35,47,1,39,31,26,24,48,25,0,27,4,20,42,34,37,7,18,19,16,21,2,10,36,29,5,51,33,12,32,15,44,1,1,1,1,1,1,1,1,1,1,3,6,2,2,7,4,5,13,6,4,4,2,5,4,5,7,3,3,2,7,3,2,5,7,6,6,1,1,1,1,1,1,1,1,1,1
41,20,3C,3,3,21,7H,7,2,NA,NA,0,7356,5,91,1.202,0.026,0.821,0.24,0.424,1,0,1,1,44,3,39,49,18,14,38,0,6,50,23,1,25,45,26,40,20,32,17,9,8,37,15,29,34,41,10,11,16,7,28,31,21,4,36,27,42,43,22,46,5,24,47,51,48,30,1,1,1,1,1,1,1,1,1,1,4,5,4,4,2,7,2,5,5,2,3,3,6,3,3,6,2,7,7,6,13,2,4,6,7,5,1,1,1,1,1,1,1,1,1,1
